city,lng_min,lng_max
Kapelle,3.95,3.95
Kapellen,4.42,4.53
Kapenguria,35.11,35.22
Kapfenberg,15.28,15.32
Kapiri Mposhi,28.66,28.73
Kaplice,14.49,14.59
Kapoeta,33.59,33.75
Kapolei,-158.06,-157.94
Kaposvár,17.78,17.81
Kappel-Grafenhausen,7.74,7.84
Kappeln,9.93,9.94
Kappelrodeck,8.11,8.3
Kapsabet,35.1,35.12
Kapuskasing,-82.43,-82.35
Kapustin Yar,45.77,45.87
Kapuvár,17.03,17.12
Kapyl’,27.09,27.22
Kara,1.18,1.18
Kara-Balta,73.88,73.98
Karabanovo,38.7,38.85
Karabash,60.2,60.36
Karabük,32.63,32.64
Karabulak,44.9,44.97
Karachayevsk,41.9,42.03
Karachev,34.98,35.14
Karachi,67.01,67.19
Karagay,54.93,54.94
Karaidel,56.9,57.07
Karaj,50.99,51.05
Karak,71.08,71.26
Karakax,79.72,79.81
Karakol,78.38,78.38
Kara-Köl,72.67,72.83
Karaman,33.21,33.31
Karamay,84.87,84.93
Karamken,151.16,151.19
Karasburg,18.74,18.85
Karasuk,78.03,78.06
Kara-Suu,72.88,73.06
Karatepe,30.01,30.12
Karbalā’,44.03,44.21
Karben,8.76,8.9
Karbinci,22.23,22.3
Karcag,20.93,21.0
Kardítsa,21.92,22.05
Kärdla,22.75,22.86
Kardzhali,25.37,25.51
Karema,30.43,30.57
Kargasok,80.87,81.02
Kargat,80.28,80.34
Kargilik,77.41,77.6
Kargopol,38.93,39.03
Karia Ba Mohamed,-5.21,-5.06
Kariat Ben Aouda,-5.95,-5.89
Kariba,28.8,28.94
Karibib,15.85,15.95
Karīmnagar,79.15,79.23
Karis,23.66,23.72
Kariya,137.0,137.17
Karkamış,37.99,38.08
Karkkila,24.2,24.26
Karlovac,15.55,15.67
Karlovo,24.8,24.93
Karlovy Vary,12.87,13.01
Karlsdorf-Neuthard,8.54,8.57
Karlsfeld,11.46,11.46
Karlshuld,11.3,11.48
Karlskrona,15.58,15.73
Karlsruhe,8.4,8.4
Karlstad,13.5,13.55
Karmah an Nuzul,30.4,30.54
Karmaskaly,56.17,56.35
Karmiel,35.28,35.42
Karmir Gyukh,45.18,45.36
Karnāl,76.97,77.05
Karnaukhivka,34.73,34.85
Karnobat,26.98,27.02
Karoi,29.68,29.79
Karonga,33.93,34.01
Karpenísi,21.78,21.83
Karpinsk,60.0,60.11
Karratha,116.84,117.02
Kars,43.09,43.24
Kārsava,27.67,27.72
Karstädt,11.75,11.93
Kartal,19.52,19.67
Kartaly,60.65,60.7
Karuizawa,138.59,138.77
Karukh,62.59,62.65
Karumai,141.46,141.46
Karumba,140.83,140.87
Karungu,34.15,34.24
Karūr,78.08,78.11
Karuzi,30.16,30.29
Karviná,18.54,18.7
Kaş,29.63,29.72
Kasaali,31.55,31.62
Kasagi,135.5,135.64
Kasaishi,140.34,140.45
Kasaji,23.45,23.63
Kasakh,44.45,44.52
Kasama,31.17,31.3
Kasamatsuchō,136.76,136.93
Kasanda,31.8,31.89
Kasane,25.15,25.2
Kasangulu,15.18,15.37
Kasaoka,133.5,133.53
Kasba Tanora,-6.14,-5.97
Kasempa,25.82,25.93
Kaser,-74.06,-74.0
Kasese,29.98,29.99
Kaset Wisai,103.58,103.61
Kāshān,51.43,51.54
Kashgar,75.98,76.01
Kashikishi,28.73,28.83
Kashima,140.64,140.75
Kashin,37.6,37.78
Kashira,38.15,38.28
Kashiwara,135.79,135.88
Kāshmar,58.46,58.52
Kasibu,121.28,121.31
Kasimov,41.39,41.54
Kasli,60.75,60.93
Kasongo,26.66,26.8
Kasongo-Lunda,16.82,16.89
Kaspi,44.42,44.6
Kaspiysk,47.63,47.7
Kaspiyskiy,47.36,47.39
Kassala,36.4,36.5
Kassel,9.49,9.65
Kasserine,8.83,8.86
Kasson,-92.74,-92.61
Kastamonu,33.78,33.96
Kastav,14.34,14.53
Kastellaun,7.44,7.45
Kaštel Stari,16.33,16.39
Kastoriá,21.26,21.34
Kasuga,130.47,130.53
Kasugai,136.96,137.0
Kasulu,30.1,30.11
Kasumigaura,140.23,140.38
Kasumkent,48.13,48.24
Kasungu,33.48,33.58
Kasur,74.45,74.47
Katagami,139.98,140.04
Katakwi,33.96,34.09
Katanning,117.55,117.61
Katav-Ivanovsk,58.2,58.35
Kataysk,62.56,62.65
Kateríni,22.5,22.68
Katherine,132.26,132.32
Kathleen,-82.03,-82.02
Kathmandu,85.36,85.45
Kathu,98.34,98.51
Kati,-8.08,-7.91
Katikati,175.91,176.08
Katima Mulilo,24.27,24.27
Katipunan,123.28,123.3
Katlenburg-Lindau,10.09,10.11
Káto Achaḯa,21.55,21.55
Katoomba,150.31,150.43
Káto Polemídia,32.99,33.02
Katowice,19.0,19.04
Katsina,7.6,7.64
Katsuragi,135.72,135.8
Katsuren-haebaru,127.72,127.72
Katsuura,140.32,140.43
Kattagan,64.91,64.96
Kattaqo’rg’on Shahri,66.26,66.37
Katwe,29.92,30.11
Katwijk,4.41,4.43
Katy,-95.83,-95.63
Katyr-Yurt,45.37,45.44
Kaufbeuren,10.62,10.65
Kaufering,10.88,11.03
Kaufman,-96.31,-96.25
Kaufungen,9.61,9.75
Kauhajoki,22.17,22.18
Kauhava,23.06,23.07
Kaukauna,-88.26,-88.19
Kaunas,23.93,24.11
Kauniainen,24.72,24.72
Kaupanger,7.24,7.38
Kauswagan,124.08,124.19
Kavadarci,22.01,22.18
Kavajë,19.55,19.62
Kavála,24.41,24.44
Kavalerovo,135.04,135.16
Kāvali,79.99,80.06
Kavaratti,72.63,72.69
Kavarna,28.33,28.34
Kavieng,150.8,150.85
Kawagoe,139.48,139.58
Kawaii,140.04,140.15
Kawambwa,29.08,29.17
Kawaminami,131.52,131.65
Kawanakajima,139.7,139.75
Kawanishichō,135.77,135.84
Kawara,130.84,131.0
Kawartha Lakes,-78.75,-78.69
Kawasaki,130.81,130.94
Kawayan,124.36,124.36
Kawerau,176.69,176.7
Kawit,120.9,120.94
Kawm Umbū,32.95,33.06
Kaya,-1.08,-1.06
Kayanza,29.62,29.79
Kayapa,120.91,120.93
Kayenta,-110.25,-110.15
Kayes,-11.41,-11.22
Kayseri,35.48,35.62
Kaysville,-111.94,-111.91
Kayunga,32.88,32.93
Kazan,49.11,49.22
Kazanlak,25.4,25.55
Kāzerūn,51.65,51.84
Kazimierza Wielka,20.49,20.67
Kazincbarcika,20.64,20.74
Kazlų Rūda,23.48,23.62
Kazminskoye,41.67,41.73
Kdyně,13.03,13.14
Keansburg,-74.13,-73.94
Kearney,-99.08,-98.94
Kearns,-112.0,-111.97
Kearny,-74.12,-74.03
Kearsley,-2.37,-2.33
Kebili,8.96,9.09
Kecel,19.25,19.32
Kechoulah,-9.24,-9.05
Kecskemét,19.69,19.85
Kėdainiai,23.96,24.05
Kediri,112.01,112.07
Kédougou,-12.18,-12.13
Kedu,107.0,107.01
Keelung,121.74,121.83
Keene,-72.29,-72.28
Keerbergen,4.63,4.64
Keetmanshoop,18.13,18.32
Kefar Sava,34.9,35.08
Kefar Yona,34.93,35.04
Kef el Rhar,-4.29,-4.21
Keffi,7.87,7.98
Keflavík,-22.58,-22.56
Kegalle,80.34,80.5
Ķegums,24.72,24.76
Kehl,7.8,7.97
Kehychivka,35.76,35.95
Keighley,-1.91,-1.72
Keila,24.42,24.44
Keizer,-123.02,-122.99
Ķekava,24.23,24.3
Kəlbəcər,46.04,46.18
Kélénté,5.8,5.89
Kelheim,11.86,11.97
Kélibia,11.09,11.09
Kelīshād va Sūdarjān,51.52,51.58
Kelkheim (Taunus),8.45,8.49
Keller,-97.22,-97.03
Kellinghusen,9.71,9.8
Kelly,-76.92,-76.78
Kelmė,22.93,22.99
Kelo,15.8,15.84
Kelowna,-119.49,-119.33
Kelso,-122.89,-122.79
Kelsterbach,8.53,8.64
Kelty,-3.38,-3.31
Kem,34.6,34.64
Kemalpaşa,27.41,27.53
Kemberg,12.63,12.65
Kembs,7.5,7.68
Kemer,30.55,30.58
Kemerovo,86.06,86.17
Kemi,24.56,24.61
Kemijärvi,27.43,27.52
Keminmaa,24.54,24.61
Kemnath,11.88,12.03
Kempele,25.5,25.6
Kempen,6.41,6.56
Kemp Mill,-77.02,-76.98
Kempsey,152.83,152.92
Kempston,-0.49,-0.44
Kempten,10.31,10.47
Kenafif,-9.03,-8.86
Kenai,-151.19,-151.13
Ken Caryl,-105.11,-105.01
Kendal,-2.74,-2.69
Kendale Lakes,-80.4,-80.2
Kendall,-80.35,-80.3
Kendall Park,-74.56,-74.37
Kendallville,-85.25,-85.19
Kendall West,-80.43,-80.38
Kendari,122.59,122.74
Kendu Bay,34.64,34.78
Kenedy,-97.85,-97.71
Kenema,-11.18,-11.02
Kenge,16.89,17.01
Kengtung,99.6,99.63
Kenilworth,-1.56,-1.49
Kenitra,-6.58,-6.4
Kenmore,-78.87,-78.68
Kennebunk,-70.57,-70.52
Kennedale,-97.21,-97.04
Kennedy,-80.1,-79.9
Kenner,-90.25,-90.05
Kennesaw,-84.61,-84.44
Kenneth City,-82.71,-82.6
Kennett,-90.04,-89.95
Kennett Square,-75.71,-75.57
Kennewick,-119.17,-119.12
Kenora,-94.48,-94.35
Kenosha,-87.87,-87.7
Kensington,-0.19,-0.03
Kent,-122.21,-122.15
Kentaū,68.5,68.69
Kentfield,-122.54,-122.42
Kenton,-0.3,-0.21
Kentville,-64.49,-64.41
Kentwood,-85.59,-85.53
Kenwood,-84.37,-84.36
Kenzhe,43.55,43.71
Kenzingen,7.76,7.9
Keokuk,-91.4,-91.25
Kerava,25.1,25.26
Kerben,71.75,71.84
Kerċem,14.22,14.36
Kerekegyháza,19.47,19.59
Kerema,145.83,145.96
Keren,38.45,38.52
Kerepestarcsa,19.26,19.34
Kerewan,-16.09,-15.96
Kericho,35.28,35.3
Kerikeri,173.95,174.0
Kerimäki,29.28,29.38
Kerkrade,6.06,6.21
Kerkwijk,5.21,5.33
Kérkyra,19.92,20.05
Kerman,-120.06,-119.97
Kermān,57.06,57.06
Kermānshāh,47.06,47.25
Kermit,-103.09,-103.01
Kernersville,-80.08,-80.03
Kerns,8.27,8.28
Kérouané,-9.02,-9.0
Kerpen,6.69,6.74
Kerrouchen,-5.32,-5.29
Kerrville,-99.13,-99.07
Kerugoya,37.28,37.47
Kervignac,-3.23,-3.14
Keshan,125.86,126.0
Keswick,-3.12,-3.07
Keszthely,17.24,17.33
Ketama,-4.56,-4.45
Ketchikan,-131.66,-131.52
Ketovo,65.32,65.5
Kętrzyn,21.38,21.45
Ketsch,8.53,8.62
Kettering,-0.72,-0.63
Kęty,19.22,19.32
Keuruu,24.7,24.72
Kevelaer,6.25,6.34
Kewanee,-89.92,-89.85
Kew Green,-0.22,-0.2
Key Biscayne,-80.16,-80.02
Keyes,-120.9,-120.76
Key Largo,-80.41,-80.36
Keynsham,-2.49,-2.42
Keyport,-74.2,-74.11
Keyser,-78.98,-78.86
Keystone,-82.59,-82.41
Keystone Heights,-82.03,-81.9
Key West,-81.77,-81.66
Kežmarok,20.42,20.55
Khabarovsk,135.06,135.08
Khā̃dbāri̇̄,87.21,87.37
Khadyzhensk,39.53,39.72
Khajurāho,79.93,80.08
Khāk-e ‘Alī,50.17,50.28
Khakhar,135.43,135.57
Khalkhāl,48.52,48.53
Khambhāt,72.61,72.76
Khamir,43.95,44.14
Khamīs Mushayţ,42.73,42.76
Khammam,80.15,80.22
Kham Sakae Saeng,102.17,102.31
Khānābād,69.16,69.32
Khandyga,135.6,135.77
Khanpur,70.66,70.84
Khān Shaykhūn,36.65,36.65
Khanty-Mansiysk,69.0,69.06
Khanu Woralaksaburi,99.85,99.96
Khao Yoi,99.82,100.0
Kharabali,47.25,47.34
Kharagpur,87.32,87.5
Khardah,88.38,88.39
Kharian,73.86,74.02
Kharkiv,36.22,36.41
Kharovsk,40.19,40.28
Khartoum,32.52,32.53
Khartoum North,32.63,32.78
Khartsyzk,38.15,38.18
Khaşab,56.25,56.38
Khasanya,43.57,43.57
Khasavyurt,46.58,46.65
Khashuri,43.59,43.76
Khatanga,102.5,102.54
Khatassy,129.63,129.82
Khat Azakane,-9.12,-9.11
Khatukay,39.66,39.72
Khed,73.38,73.43
Khed Brahma,73.04,73.22
Khem Karan,74.66,74.72
Khenchela,7.13,7.21
Khenichet-sur Ouerrha,-5.68,-5.58
Khénifra,-5.66,-5.58
Kherāmeh,53.31,53.44
Kherson,32.6,32.77
Khilok,110.45,110.64
Khimki,37.44,37.61
Khlevnoye,39.09,39.12
Khlong Luang,100.64,100.8
Khlung,102.22,102.4
Khmelnytskyi,27.0,27.12
Khmilnyk,27.96,28.1
Khmis Sidi al ’Aydi,-7.62,-7.53
Khmis Sidi Yahia,-6.26,-6.15
Khodoriv,24.3,24.43
Khok Samrong,100.72,100.79
Kholmsk,142.04,142.05
Khomām,49.66,49.75
Khomeynī Shahr,51.52,51.69
Khomutovo,104.41,104.42
Khon Buri,102.15,102.22
Khondāb,49.18,49.24
Khoni,42.43,42.6
Khon Kaen,102.82,102.82
Khorgo,113.63,113.75
Khorol,132.07,132.13
Khoroshiv,28.45,28.53
Khorramābād,48.35,48.49
Khorramshahr,48.18,48.22
Khorugh,71.55,71.73
Khoshk Bījār,49.75,49.78
Khōst,69.91,69.91
Khotkovo,37.98,38.0
Khotyn,26.48,26.67
Khowrāsgān,51.75,51.81
Khowrzūq,51.64,51.71
Khowy,44.95,45.02
Khoyniki,29.96,30.13
Khrestivka,38.36,38.5
Khromtaū,58.45,58.47
Khrustalnyi,38.94,38.97
Khrystynivka,29.96,30.07
Khŭjand,69.61,69.72
Khulm,67.68,67.68
Khulna,89.55,89.57
Khunays,10.81,10.96
Khūr,55.08,55.2
Khurba,136.87,136.95
Khushab,72.34,72.36
Khust,23.29,23.37
Khutubi,86.89,86.98
Khuzdar,66.61,66.64
Khvāf,60.14,60.26
Khvalynsk,48.1,48.17
Khvānsār,50.31,50.32
Kiama,150.85,150.95
Kiama Downs,150.85,151.04
Kiamba,124.61,124.7
Kiambu,36.83,36.85
Kiangan,121.08,121.11
Kiáto,22.74,22.76
Kibaha,38.92,39.08
Kibale,31.06,31.13
Kibawe,124.98,125.09
Kibiito,30.19,30.29
Kibingo,30.43,30.57
Kibiti,38.95,38.98
Kiblawan,125.21,125.32
Kiboga,31.77,31.84
Kibuku,33.79,33.82
Kibungo,30.54,30.55
Kibuye,29.34,29.42
Kičevo,20.96,21.11
Kidal,1.4,1.52
Kidapawan,125.08,125.22
Kidbrooke,0.03,0.06
Kidderminster,-2.24,-2.2
Kidlington,-1.29,-1.1
Kidričevo,15.79,15.96
Kidsgrove,-2.24,-2.23
Kiefersfelden,12.18,12.21
Kiel,10.13,10.19
Kielce,20.63,20.7
Kierspe,7.56,7.6
Kieta,155.62,155.71
Kiffa,-11.4,-11.26
Kigali,30.06,30.25
Kigoma,29.63,29.65
Kihei,-156.44,-156.39
Kiiminki,25.77,25.9
Kikinda,20.45,20.63
Kikwit,18.81,18.87
Kilbirnie,-4.68,-4.57
Kilchberg,8.54,8.73
Kildare,-6.9,-6.75
Kilgore,-94.86,-94.82
Kilifi,39.85,40.01
Kilimli,31.83,31.97
Kilindoni,39.65,39.75
Kilinochchi,80.39,80.42
Kilis,37.11,37.18
Kilkenny,-7.25,-7.18
Kilkís,22.87,22.93
Kilkunda,76.66,76.84
Killamarsh,-1.31,-1.21
Killarney,-9.5,-9.46
Kill Devil Hills,-75.66,-75.52
Killeen,-97.72,-97.59
Killī,36.69,36.83
Killingly,-71.84,-71.75
Killingworth,-1.55,-1.5
Kilmarnock,-4.49,-4.36
Kilmore,144.94,145.02
Kilosa,36.99,37.12
Kilsyth,-4.05,-4.01
Kilwinning,-4.7,-4.6
Kimba,136.41,136.48
Kimbe,150.14,150.31
Kimberley,24.75,24.8
Kimberly,-88.33,-88.23
Kimitsu,139.9,139.99
Kimovsk,38.53,38.54
Kimpese,14.43,14.43
Kimry,37.35,37.43
Kin,127.92,127.94
Kincardine,-81.63,-81.55
Kinchil,-89.94,-89.85
Kindberg,15.44,15.61
Kinderhook,-73.68,-73.63
Kindia,-12.87,-12.72
Kindu,25.91,26.03
Kinel,50.61,50.76
Kineshma,42.15,42.17
King,-80.35,-80.2
Kingaroy,151.83,151.89
King City,-121.13,-120.99
Kingersheim,7.33,7.52
Kingisepp,28.6,28.69
Kingman,-114.01,-113.87
King of Prussia,-75.38,-75.28
Kingoonya,135.3,135.43
Kingsbridge,-3.77,-3.63
Kingsburg,-119.56,-119.42
Kingsbury,-73.53,-73.45
Kingscliff,153.57,153.58
Kings Grant,-77.86,-77.82
Kingsland,-81.72,-81.52
Kings Langley,-0.45,-0.33
King’s Lynn,0.39,0.49
Kings Mountain,-81.35,-81.15
Kingsnorth,0.86,0.95
Kings Norton,-1.92,-1.74
Kings Park,-73.24,-73.08
Kings Park West,-77.29,-77.28
Kings Point,-73.74,-73.61
Kingsport,-82.54,-82.34
Kingsteignton,-3.59,-3.46
Kingston,-76.79,-76.63
Kingston Estates,-74.98,-74.8
Kingston South East,139.85,139.9
Kingston upon Hull,-0.33,-0.28
Kingston upon Thames,-0.29,-0.23
Kingstown,-61.23,-61.05
Kingstowne,-77.14,-76.99
Kingstree,-79.82,-79.8
Kingsville,-97.86,-97.81
Kingswinford,-2.16,-2.11
Kingswood,-2.5,-2.45
Kınık,27.38,27.55
Kinkala,14.76,14.76
Kinmel,-3.51,-3.34
Kinna,12.68,12.71
Kinnelon,-74.38,-74.21
Kinogitan,124.79,124.88
Kinoni,30.45,30.53
Kinross,-3.42,-3.29
Kinshasa,15.3,15.3
Kinston,-77.59,-77.43
Kinvere,-2.22,-2.17
Kipfenberg,11.39,11.53
Kipili,30.6,30.64
Kippax,-1.37,-1.35
Kippenheim,7.82,7.83
Kipushi,27.25,27.31
Kirakira,161.92,162.1
Kirawsk,29.47,29.56
Kirby,-98.38,-98.27
Kirchardt,8.98,9.14
Kirchberg,12.52,12.53
Kirchberg in Tirol,12.31,12.42
Kirchbichl,12.06,12.07
Kirchdorf am Inn,12.98,13.07
Kirchen,7.88,8.05
Kirchentellinsfurt,9.14,9.26
Kirchhain,8.91,9.02
Kirchheim am Neckar,9.14,9.18
Kirchheim bei München,11.75,11.78
Kirchheimbolanden,8.01,8.17
Kirchheim unter Teck,9.45,9.62
Kirchhundem,8.08,8.26
Kirchlengern,8.63,8.64
Kirchlinteln,9.31,9.41
Kirchseeon,11.88,11.96
Kirchzarten,7.95,8.13
Kirensk,108.1,108.12
Kireyevsk,37.93,38.06
Kirgiz-Miyaki,54.8,54.82
Kırıkkale,33.51,33.54
Kirillov,38.38,38.57
Kirishi,32.01,32.07
Kirkby,-2.89,-2.82
Kirkby in Ashfield,-1.24,-1.05
Kirkcaldy,-3.16,-3.04
Kirkel,7.23,7.39
Kirkenes,30.04,30.17
Kirkham,-2.87,-2.8
Kirkintilloch,-4.15,-4.02
Kirkja,-6.32,-6.26
Kirkkonummi,24.41,24.43
Kirkland,-122.2,-122.11
Kirkland Lake,-80.03,-79.91
Kırklareli,27.22,27.24
Kirkleatham,-1.08,-0.92
Kirk of Shotts,-3.8,-3.71
Kirkop,14.48,14.52
Kirkstall,-1.6,-1.4
Kirksville,-92.57,-92.46
Kirkuk,44.4,44.49
Kirkwall,-2.96,-2.87
Kirkwood,-90.42,-90.27
Kirn,7.45,7.59
Kirov,49.65,49.73
Kirovgrad,60.06,60.21
Kirovo-Chepetsk,50.01,50.01
Kirovsk,33.67,33.8
Kirriemuir,-3.0,-2.88
Kirs,52.24,52.36
Kirsanov,42.73,42.75
Kırşehir,34.16,34.26
Kirtipur,85.28,85.38
Kirtland,-81.34,-81.27
Kirton,-0.05,0.0
Kiruhura,30.87,30.99
Kiruna,20.25,20.36
Kirundo,30.1,30.12
Kiryandongo,32.06,32.15
Kiryas Joel,-74.16,-74.09
Kirzhach,38.86,39.05
Kiş,47.18,47.32
Kisangani,25.19,25.2
Kisanpur,85.58,85.58
Kisanuki,130.94,131.12
Kisarazu,139.91,139.96
Kisbér,18.02,18.17
Kiselëvsk,86.7,86.88
Kishi,139.12,139.21
Kishkeneköl,72.34,72.46
Kisii,34.76,34.8
Kiskőrös,19.28,19.43
Kiskunfélegyháza,19.85,19.97
Kiskunhalas,19.48,19.6
Kiskunlacháza,19.01,19.09
Kiskunmajsa,19.73,19.76
Kislovodsk,42.72,42.75
Kismaayo,42.54,42.7
Kisoro,29.69,29.77
Kissane Ltouqi,-5.08,-4.92
Kissidougou,-10.11,-10.02
Kissimmee,-81.41,-81.36
Kissing,10.98,11.02
Kißlegg,9.88,9.93
Kistelek,19.98,20.09
Kisújszállás,20.76,20.81
Kisumu,34.75,34.8
Kisvárda,22.08,22.09
Kita,-9.48,-9.46
Kitagata,136.68,136.68
Kitaibaraki,140.75,140.79
Kitakami,141.11,141.11
Kitakōriyamachō,135.78,135.88
Kitaku,130.82,130.86
Kitale,35.0,35.09
Kitamilo,33.2,33.24
Kitamoto,139.53,139.54
Kitanagoya,136.86,137.03
Kitaotao,125.0,125.04
Kitatajima,139.48,139.61
Kitcharao,125.57,125.68
Kitchener,-80.47,-80.42
Kitee,30.13,30.3
Kitgum,32.86,33.0
Kitimat,-128.69,-128.55
Kittanning,-79.52,-79.47
Kittery,-70.71,-70.61
Kittilä,24.91,24.97
Kitui,38.01,38.03
Kitwe,28.21,28.39
Kitzbühel,12.39,12.42
Kitzingen,10.16,10.22
Kiunga,141.3,141.37
Kiuruvesi,26.61,26.61
Kivertsi,25.46,25.5
Kiviõli,26.96,27.08
Kizel,57.65,57.73
Kizhinga,109.91,110.08
Kizilskoye,58.89,58.99
Kızıltepe,40.58,40.61
Kizilyurt,46.86,47.04
Kizlyar,46.71,46.74
Kladno,14.1,14.24
Kladovo,22.6,22.64
Klæbu,10.51,10.55
Klaeng,101.64,101.68
Klagenfurt,14.3,14.36
Klaipėda,21.14,21.23
Klaksvík,-6.53,-6.42
Klamath Falls,-121.77,-121.72
Klang,101.45,101.62
Klášterec nad Ohří,13.17,13.18
Klatovy,13.29,13.41
Klaukkala,24.74,24.76
Klavdiyevo-Tarasove,30.0,30.05
Klawer,18.61,18.66
Kleinblittersdorf,7.03,7.18
Kleinmond,19.03,19.11
Kleinostheim,9.06,9.17
Kleinwallstadt,9.16,9.23
Kleppe,5.59,5.7
Klerksdorp,26.66,26.73
Kleve,6.14,6.19
Klichaw,29.34,29.37
Klimavichy,31.95,32.03
Klimovsk,37.53,37.63
Klin,36.71,36.89
Klinë,20.57,20.61
Klingenberg am Main,9.18,9.26
Klingenthal,12.46,12.52
Klintsy,32.23,32.34
Klipphausen,13.53,13.72
Kllokot,21.38,21.44
Kłodzko,16.65,16.8
Klosterneuburg,16.31,16.39
Kloten,8.58,8.58
Klötze,11.16,11.33
Kluang,103.31,103.5
Kluczbork,18.21,18.28
Klundert,4.52,4.68
Klyetsk,26.63,26.71
Klyuchevka,71.81,71.94
Klyuchi,160.85,160.98
Knaresborough,-1.46,-1.33
Knemis Dades,-6.02,-5.85
Knetzgau,10.55,10.7
Knezha,24.08,24.17
Knić,20.71,20.79
Knightdale,-78.49,-78.38
Knik-Fairview,-149.65,-149.62
Knin,16.18,16.34
Knittelfeld,14.82,14.99
Knittlingen,8.75,8.8
Knjaževac,22.43,22.59
Knokke-Heist,3.28,3.37
Knottingley,-1.24,-1.13
Knowle,-1.73,-1.6
Knowsley,-2.85,-2.73
Knoxville,-83.94,-83.8
Knutsford,-2.37,-2.24
Knyaginino,45.03,45.19
Knysna,23.04,23.05
Koani,39.28,39.38
Kobarid,13.57,13.66
Kobayashi,130.97,131.02
Kōbe,135.18,135.3
Kobeliaky,34.19,34.33
Kobilje,16.39,16.49
Kobilo,-13.5,-13.48
Koblenz,7.59,7.62
Koboko,30.95,31.06
Kobryn,24.36,24.53
Kobyłka,21.19,21.34
Kocaeli,29.94,30.11
Kočani,22.41,22.42
Koceljeva,19.8,19.94
Kocēni,25.33,25.48
Kočevje,14.85,14.88
Kochi,76.28,76.32
Kōchi,133.53,133.59
Kochkor-Ata,72.48,72.65
Kochubeyevskoye,41.83,41.99
Kodaikānal,77.48,77.61
Kodiak,-152.4,-152.32
Kodinsk,99.18,99.22
Koekelare,2.98,3.0
Koekelberg,4.33,4.45
Kōenchō,143.89,144.06
Köflach,15.08,15.08
Koforidua,-0.26,-0.16
Kōfu,138.56,138.69
Koga,139.69,139.7
Kogon Shahri,64.54,64.58
Kohat,71.44,71.48
Kohīma,94.11,94.16
Koh Kong,102.98,103.0
Kohtla-Järve,27.28,27.47
Koidu-Bulma,-10.85,-10.82
Koilkuntla,78.31,78.37
Koja,127.8,127.99
Kojetín,17.3,17.43
Kojskë,21.13,21.23
Kokemäki,22.34,22.52
Kokhma,41.08,41.27
Kök-Janggak,73.2,73.38
Kokkola,23.13,23.15
Koknese,25.43,25.48
Koko,4.51,4.54
Kokomo,-86.12,-86.02
Kokopo,152.27,152.3
Kokoszki,18.49,18.65
Kökshetaū,69.39,69.39
Koktokay,89.46,89.65
Kokubunji,139.46,139.54
Kola,33.02,33.04
Kolambugan,123.89,123.92
Kolār,78.13,78.29
Kolárovo,17.99,18.17
Kolašin,19.51,19.69
Kolbermoor,12.06,12.17
Kolbuszowa,21.76,21.76
Kolchugino,39.38,39.51
Kolda,-14.94,-14.8
Kole,32.8,32.98
Kolhāpur,74.23,74.23
Kolín,15.2,15.24
Kolitzheim,10.23,10.29
Kolkāta,88.33,88.43
Kolkwitz,14.25,14.42
Kölleda,11.21,11.25
Kolno,21.93,22.08
Koło,18.63,18.66
Kołobrzeg,15.56,15.72
Kolochava,23.69,23.86
Kolomna,38.78,38.96
Kolomyia,25.03,25.05
Kolonia,158.2,158.38
Kolosovka,73.61,73.73
Kolpashevo,82.91,83.0
Kolpino,30.65,30.75
Kolwezi,25.46,25.47
Komádi,21.5,21.68
Komagane,137.93,137.97
Komaki,136.91,137.01
Komárno,18.12,18.31
Komárom,18.12,18.16
Komatipoort,31.95,32.02
Komatsushimachō,134.59,134.67
Kombissiri,-1.33,-1.26
Komen,13.74,13.86
Komenda,14.54,14.57
Komījān,49.32,49.4
Komló,18.26,18.43
Kommunar,30.39,30.39
Komono,136.5,136.56
Komotiní,25.4,25.48
Komsa,89.25,89.42
Komsomolsk,40.38,40.54
Komsomol’sk-na-Amure,137.0,137.15
Komsomolskoye,47.53,47.57
Komsomol’skoye,46.15,46.26
Komyshuvakha,35.52,35.62
Konakovo,36.77,36.95
Kōnan,136.86,136.9
Konārka,86.09,86.23
Konče,22.38,22.54
Kondopoga,34.26,34.34
Kondor,58.15,58.2
Kondrovo,35.92,35.94
Koné,164.86,164.92
Köneürgench,59.15,59.22
Köngen,9.36,9.36
Kongjiazhuang,114.72,114.74
Kongolo,26.98,27.14
Kongsberg,9.64,9.64
Kongsvinger,11.99,12.18
Konibodom,70.41,70.49
Königsbach-Stein,8.6,8.79
Königsbronn,10.11,10.22
Königsbrunn,10.89,11.08
Königsee,11.09,11.18
Königsfeld im Schwarzwald,8.42,8.43
Königslutter am Elm,10.81,10.94
Königstein im Taunus,8.46,8.49
Königswinter,7.18,7.19
Königs Wusterhausen,13.62,13.75
Konin,18.26,18.44
Köniz,7.41,7.55
Könnern,11.77,11.87
Konolfingen Dorf,7.61,7.75
Kōnosu,139.51,139.52
Konotop,33.2,33.23
Konstancin-Jeziorna,21.11,21.11
Konstantinovka,127.98,128.16
Konstantinovsk,41.1,41.27
Konstantinovskoye,42.63,42.68
Konstanz,9.17,9.29
Kontagora,5.46,5.61
Kontcha,12.23,12.28
Kontich,4.44,4.48
Kontiolahti,29.85,29.92
Kon Tum,107.97,108.0
Konya,32.48,32.55
Konz,6.57,6.6
Konza,37.11,37.17
Kópavogur,-21.9,-21.79
